"Province_State";"Country_Region";"Lat";"Long_";"Confirmed";"Deaths"
"New Mexico";"US";33.91514144;-108.4046587;252;8
"New Mexico";"US";33.36406072;-104.4665365;13486;214
"New Mexico";"US";34.91131525;-107.998876;3997;147
"New Mexico";"US";36.60569702;-104.6472674;1556;50
"New Mexico";"US";34.57421077;-103.3468876;7745;126
"New Mexico";"US";34.34274529;-104.4117842;305;3
"New Mexico";"US";32.35275771;-106.8329387;34211;544
"New Mexico";"US";32.47167456;-104.3053527;11481;213
"New Mexico";"US";32.73911281;-108.3827845;3486;54
"New Mexico";"US";34.86319296;-104.790669;643;15
"New Mexico";"US";35.85751555;-103.8220938;50;3
"New Mexico";"US";31.91383467;-108.7151824;625;11
"New Mexico";"US";32.79215361;-103.4123733;13906;277
"New Mexico";"US";33.74526079;-105.4586166;3329;40
"New Mexico";"US";35.86631386;-106.3134985;885;9
"New Mexico";"US";32.18179341;-107.7508826;4407;96
"New Mexico";"US";35.5800772;-108.262245;16285;520
"New Mexico";"US";36.01095101;-104.9497716;390;12
"New Mexico";"US";32.61348406;-105.7417604;7946;122
"New Mexico";"US";35.10403332;-103.5481727;1207;25
"New Mexico";"US";36.51072137;-106.6931674;5511;86
"New Mexico";"US";34.02097406;-103.4799493;2940;70
"New Mexico";"US";36.50838318;-108.320437;25643;589
"New Mexico";"US";35.48014807;-104.8163562;2905;28
"New Mexico";"US";35.68862401;-106.8687803;17710;284
"New Mexico";"US";35.50708973;-105.9774716;14290;180
"New Mexico";"US";33.13028233;-107.1925893;1227;58
"New Mexico";"US";34.00715494;-106.9298354;1975;64
"New Mexico";"US";36.58006022;-105.6310198;2741;69
"New Mexico";"US";34.64048375;-105.8508949;1597;21
"New Mexico";"US";NA;NA;5064;0
"New Mexico";"US";36.48126404;-103.4709624;385;12
"New Mexico";"US";34.71669834;-106.8103733;10257;152
"New York";"US";42.60060306;-73.97723916;33536;406
"New York";"US";42.25748406;-78.02750466;5729;117
"New York";"US";40.85209301;-73.86282755;211920;6797
"New York";"US";42.15903158;-75.81326086;27463;430
"New York";"US";42.24778241;-78.67923096;9477;149
"New York";"US";42.91261714;-76.55731592;9471;111
"New York";"US";42.2276921;-79.36691763;14201;187
"New York";"US";42.13891056;-76.7638805;12401;171
"New York";"US";42.49430041;-75.60887553;5354;94
"New York";"US";44.74530905;-73.67875352;7772;44
"New York";"US";42.24819348;-73.63089095;5502;113
"New York";"US";42.59509207;-76.07048931;5965;87
"New York";"US";42.19837623;-74.96709306;4196;51
"New York";"US";41.7648606;-73.74356679;37367;506
"New York";"US";42.76249024;-78.73063652;119565;2021
"New York";"US";44.11630765;-73.77297842;2870;37
"New York";"US";44.59040891;-74.29926032;5137;25
"New York";"US";43.11363907;-74.41798804;7537;109
"New York";"US";43.0022601;-78.19135193;8241;142
"New York";"US";42.275797;-74.12384884;4774;87
"New York";"US";43.66146647;-74.49721957;506;3
"New York";"US";43.42034246;-74.96145307;7967;139
"New York";"US";44.04200959;-75.94653457;10799;103
"New York";"US";40.6361825;-73.94935552;345962;10940
"New York";"US";43.7844157;-75.44903992;4039;39
"New York";"US";42.72596275;-77.77966158;6870;74
"New York";"US";42.91653905;-75.67266639;7097;107
"New York";"US";43.14638895;-77.69322942;94310;1234
"New York";"US";42.90123494;-74.44011632;6922;159
"New York";"US";40.74066522;-73.58941873;222290;3323
"New York";"US";40.7672726;-73.97152637;174361;4658
"New York";"US";43.19898042;-78.74777412;27372;413
"New York";"US";43.24375382;-75.43710392;32008;628
"New York";"US";43.00491923;-76.19971155;57751;805
"New York";"US";42.85145728;-77.30874425;11170;116
"New York";"US";41.40337468;-74.30240757;60861;936
"New York";"US";43.2516977;-78.2320066;5256;94
"New York";"US";43.42778894;-76.14635194;13587;130
"New York";"US";42.63492579;-75.03151402;5118;61
"New York";"US";NA;NA;0;334
"New York";"US";41.42630093;-73.74965532;12937;101
"New York";"US";40.71088124;-73.81684712;323231;10386
"New York";"US";42.71348136;-73.51089874;16716;189
"New York";"US";40.58582155;-74.14808598;91621;1964
"New York";"US";41.15027894;-74.02560498;54877;782
"New York";"US";43.10904162;-73.86653895;23402;220
"New York";"US";42.81668777;-74.05278291;18687;237
"New York";"US";42.58831742;-74.4433903;2558;24
"New York";"US";42.39184015;-76.8773299;1834;20
"New York";"US";42.78081007;-76.82497064;3075;65
"New York";"US";44.4976179;-75.06550039;12318;142
"New York";"US";42.2689144;-77.3829924;11897;186
"New York";"US";40.88320119;-72.8012172;250605;3669
"New York";"US";41.71579493;-74.76394559;9239;88
"New York";"US";42.16852837;-76.30835812;6145;73
"New York";"US";42.44945765;-76.47229843;7186;61
"New York";"US";41.89027881;-74.26252104;18523;287
"New York";"US";NA;NA;136;2
"New York";"US";43.56173026;-73.8433699;6845;91
"New York";"US";43.31153794;-73.43043448;6216;74
"New York";"US";43.15494365;-77.02976528;9736;99
"New York";"US";41.16278376;-73.75741653;146735;2354
"New York";"US";42.70145109;-78.22199579;5039;63
"New York";"US";42.63505484;-77.10369919;1918;33
"North Carolina";"US";36.0434701;-79.39976137;27064;348
"North Carolina";"US";35.9223796;-81.17751948;6655;118
"North Carolina";"US";36.49360862;-81.12857041;1719;6
"North Carolina";"US";34.97403241;-80.09953279;3990;82
"North Carolina";"US";36.43296207;-81.49862729;3534;53
"North Carolina";"US";36.07569796;-81.92308483;2840;39
"North Carolina";"US";35.48531943;-76.84325809;7376;131
"North Carolina";"US";36.0688473;-76.96545943;2530;53
"North Carolina";"US";34.61296243;-78.56180059;5547;95
"North Carolina";"US";34.070565;-78.22814204;16661;243
"North Carolina";"US";35.61113393;-82.53305;29253;432
"North Carolina";"US";35.74989637;-81.70755735;16040;245
"North Carolina";"US";35.3877799;-80.55267168;33763;345
"North Carolina";"US";35.95204977;-81.54799522;13840;223
"North Carolina";"US";36.33804939;-76.15568396;1198;8
"North Carolina";"US";34.8932941;-76.54120135;8627;83
"North Carolina";"US";36.39312665;-79.33353281;3270;37
"North Carolina";"US";35.66211129;-81.2132617;28999;434
"North Carolina";"US";35.70394416;-79.25541492;6914;98
"North Carolina";"US";35.1349263;-84.05970864;4714;78
"North Carolina";"US";36.12908077;-76.60118385;2346;43
"North Carolina";"US";35.05704275;-83.74353633;1695;38
"North Carolina";"US";35.33553364;-81.55204486;18755;315
"North Carolina";"US";34.26744084;-78.65801424;10231;230
"North Carolina";"US";35.11833364;-77.08398081;14490;159
"North Carolina";"US";35.04762133;-78.82623165;47140;487
"North Carolina";"US";36.36123664;-75.95876401;2955;27
"North Carolina";"US";35.66520691;-75.71767334;4029;15
"North Carolina";"US";35.79115496;-80.21256572;26438;314
"North Carolina";"US";35.93099927;-80.54496571;6630;80
"North Carolina";"US";34.93449805;-77.93140529;10116;193
"North Carolina";"US";36.03638492;-78.87608331;35497;263
"North Carolina";"US";35.91230639;-77.59436892;8084;126
"North Carolina";"US";36.12859861;-80.25459052;53169;578
"North Carolina";"US";36.081519;-78.28708884;10170;63
"North Carolina";"US";35.29373559;-81.17477045;41057;630
"North Carolina";"US";36.44667547;-76.69749701;1124;18
"North Carolina";"US";35.3506925;-83.83369267;1343;28
"North Carolina";"US";36.30337451;-78.65184241;8148;104
"North Carolina";"US";35.48544173;-77.67578087;3364;55
"North Carolina";"US";36.07959451;-79.78824948;69744;913
"North Carolina";"US";36.25669272;-77.6556109;8029;144
"North Carolina";"US";35.36731853;-78.87243571;18875;267
"North Carolina";"US";35.55269063;-82.98196486;7712;152
"North Carolina";"US";35.33788927;-82.4766782;15737;216
"North Carolina";"US";36.3607755;-76.98104134;2885;72
"North Carolina";"US";35.01888303;-79.23651674;7370;86
"North Carolina";"US";35.42017674;-76.15180542;849;12
"North Carolina";"US";35.80950511;-80.8743128;29791;331
"North Carolina";"US";35.28814273;-83.14093385;5824;72
"North Carolina";"US";35.51745004;-78.36622717;33271;339
"North Carolina";"US";35.02254606;-77.35870791;1377;35
"North Carolina";"US";35.47623147;-79.17569362;9570;110
"North Carolina";"US";35.2403259;-77.64245615;9628;175
"North Carolina";"US";35.48508185;-81.21740317;15520;110
"North Carolina";"US";35.14867843;-83.41696617;5096;77
"North Carolina";"US";35.85402722;-82.71346418;2877;64
"North Carolina";"US";35.84326734;-77.10860251;3725;75
"North Carolina";"US";35.67736232;-82.0482425;8791;136
"North Carolina";"US";35.24469268;-80.8317671;160678;1270
"North Carolina";"US";36.01059309;-82.1582442;2126;22
"North Carolina";"US";35.33155144;-79.90416657;4640;110
"North Carolina";"US";35.30885257;-79.48474178;13883;252
"North Carolina";"US";35.96575634;-77.98422508;15499;237
"North Carolina";"US";34.25758282;-77.87075626;29135;295
"North Carolina";"US";36.41736238;-77.39769443;2623;66
"North Carolina";"US";34.72607366;-77.42908179;30391;272
"North Carolina";"US";36.06092947;-79.12167935;12119;110
"North Carolina";"US";35.15253315;-76.66559823;1746;26
"North Carolina";"US";36.26723798;-76.25134778;5459;107
"North Carolina";"US";34.52265624;-77.90352133;9027;101
"North Carolina";"US";36.17847453;-76.40603143;1641;15
"North Carolina";"US";36.38989032;-78.97217358;5245;88
"North Carolina";"US";35.59535426;-77.37353178;30195;146
"North Carolina";"US";35.27820615;-82.16812354;2402;49
"North Carolina";"US";35.71015088;-79.80570339;22393;324
"North Carolina";"US";35.00417719;-79.74491009;7267;144
"North Carolina";"US";34.64244496;-79.1025053;25328;437
"North Carolina";"US";36.39593137;-79.77504841;12680;215
"North Carolina";"US";35.64003916;-80.52446628;26769;473
"North Carolina";"US";35.40114178;-81.92112099;11678;335
"North Carolina";"US";34.98820368;-78.36914061;11479;140
"North Carolina";"US";34.8386299;-79.4757978;5824;109
"North Carolina";"US";35.31647813;-80.25093221;12011;198
"North Carolina";"US";36.4017975;-80.23893369;6544;116
"North Carolina";"US";36.41689489;-80.69102283;12850;237
"North Carolina";"US";35.48665845;-83.48748932;2001;28
"North Carolina";"US";35.20383864;-82.79638423;3969;50
"North Carolina";"US";35.87147226;-76.17055253;570;7
"North Carolina";"US";NA;NA;0;0
"North Carolina";"US";34.98960527;-80.52955873;37486;357
"North Carolina";"US";36.36880673;-78.40670845;7000;104
"North Carolina";"US";35.78879266;-78.65249174;132562;900
"North Carolina";"US";36.39728256;-78.10652228;2443;33
"North Carolina";"US";35.83810081;-76.57299037;1629;37
"North Carolina";"US";36.23103603;-81.70033724;6845;40
"North Carolina";"US";35.36438125;-78.00027268;17242;305
"North Carolina";"US";36.2084135;-81.16232895;10914;188
"North Carolina";"US";35.70625477;-77.917978;13475;240
"North Carolina";"US";36.16222629;-80.66239436;6193;76
"North Carolina";"US";35.90079156;-82.31237181;2932;35
"North Dakota";"US";46.09686891;-102.5285397;431;5
"North Dakota";"US";46.93579637;-98.06605978;2004;38
"North Dakota";"US";48.0683985;-99.35916363;1377;20
"North Dakota";"US";47.02366884;-103.3762965;105;1
"North Dakota";"US";48.79106111;-100.8378166;1124;21
"North Dakota";"US";46.11285362;-103.5203343;645;8
"North Dakota";"US";48.79094471;-102.5182117;347;3
"North Dakota";"US";46.97847375;-100.4645214;23595;252
"North Dakota";"US";46.93201724;-97.2444719;34829;257
"North Dakota";"US";48.77286211;-98.46685243;545;5
"North Dakota";"US";46.11017712;-98.5049008;1097;36
"North Dakota";"US";48.8149387;-103.4873611;308;3
"North Dakota";"US";47.35423935;-102.6160468;795;7
"North Dakota";"US";47.71701474;-98.90432337;551;6
"North Dakota";"US";46.28398398;-100.2389766;577;16
"North Dakota";"US";47.4571084;-98.88279923;692;19
"North Dakota";"US";46.94022281;-103.8465421;373;4
"North Dakota";"US";47.92093639;-97.45450447;13759;94
"North Dakota";"US";46.35821257;-101.6390013;348;8
"North Dakota";"US";47.45785838;-98.23850925;410;2
"North Dakota";"US";46.43375068;-102.4632417;539;6
"North Dakota";"US";46.97830064;-99.77507857;378;12
"North Dakota";"US";46.45681054;-98.53542355;716;17
"North Dakota";"US";46.45729487;-99.47719806;337;11
"North Dakota";"US";48.23104458;-100.6324822;992;26
"North Dakota";"US";46.11182017;-99.44145858;504;9
"North Dakota";"US";47.7413337;-103.395905;2441;21
"North Dakota";"US";47.60766714;-101.3182418;2009;43
"North Dakota";"US";47.31213126;-101.8318399;1839;17
"North Dakota";"US";46.71681782;-101.2822377;7917;124
"North Dakota";"US";48.20197971;-102.3555315;2010;29
"North Dakota";"US";47.9226426;-98.19038437;566;16
"North Dakota";"US";47.11530482;-101.3406158;227;3
"North Dakota";"US";48.76623521;-97.5523809;1354;13
"North Dakota";"US";48.24977025;-99.96407787;815;27
"North Dakota";"US";48.26886249;-98.72223879;2371;38
"North Dakota";"US";46.45621782;-97.65742504;959;20
"North Dakota";"US";48.71982533;-101.6603912;431;14
"North Dakota";"US";46.26440649;-96.94852979;2770;21
"North Dakota";"US";48.77245354;-99.84097493;3281;36
"North Dakota";"US";46.10830372;-97.63217159;676;8
"North Dakota";"US";47.57700669;-100.3426391;207;4
"North Dakota";"US";46.11323337;-101.0440149;948;18
"North Dakota";"US";46.44737738;-103.4601547;54;0
"North Dakota";"US";46.80851182;-102.6576326;8570;71
"North Dakota";"US";47.45611548;-97.72728747;276;2
"North Dakota";"US";46.97962541;-98.95637318;4719;91
"North Dakota";"US";48.68565745;-99.24564265;429;11
"North Dakota";"US";47.45367788;-97.16323288;1528;21
"North Dakota";"US";NA;NA;0;37
"North Dakota";"US";48.36876964;-97.72574783;2405;29
"North Dakota";"US";48.22390169;-101.5436763;14169;225
"North Dakota";"US";47.58614526;-99.65904998;688;10
"North Dakota";"US";48.34522353;-103.4793387;7449;54
"Northern Mariana Islands";"US";15.0979;145.6739;395;3
"Ohio";"US";38.84541072;-83.4718964;4412;108
"Ohio";"US";40.77285242;-84.10802343;17975;313
"Ohio";"US";40.84772277;-82.27280781;7607;146
"Ohio";"US";41.70860332;-80.74830218;11672;223
"Ohio";"US";39.33425634;-82.04278644;8178;94
"Ohio";"US";40.55998859;-84.2242143;7549;111
"Ohio";"US";40.01625942;-80.9924051;10044;231
"Ohio";"US";38.93416837;-83.86788395;6895;112
"Ohio";"US";39.44012838;-84.57388716;54776;794
"Ohio";"US";40.5789686;-81.09178213;3387;76
"Ohio";"US";40.13923427;-83.76875242;5550;83
"Ohio";"US";39.91592258;-83.78498252;21232;382
"Ohio";"US";39.04847534;-84.15375786;30011;356
"Ohio";"US";39.41485808;-83.80852286;6249;106
"Ohio";"US";40.76932373;-80.78094576;15958;317
"Ohio";"US";40.30096166;-81.91729018;5392;100
"Ohio";"US";40.85065156;-82.91989099;6856;147
"Ohio";"US";41.424119;-81.65918339;159358;2589
"Ohio";"US";40.13412966;-84.6194517;8124;176
"Ohio";"US";41.32398837;-84.49076944;7031;114
"Ohio";"US";40.27942393;-83.00457058;26107;179
"Ohio";"US";41.36796058;-82.62904521;12124;193
"Ohio";"US";39.75107189;-82.63088163;23712;280
"Ohio";"US";39.56021306;-83.4562016;4728;67
"Ohio";"US";39.96995815;-83.01115755;173422;1809
"Ohio";"US";41.60213491;-84.12571393;6802;110
"Ohio";"US";38.82708533;-82.31647569;4533;77
"Ohio";"US";41.49952319;-81.17935342;10265;171
"Ohio";"US";39.69116283;-83.89032084;23667;364
"Ohio";"US";40.05026529;-81.49248905;6672;83
"Ohio";"US";39.19673558;-84.54502924;110637;1504
"Ohio";"US";41.00250487;-83.66838948;10865;168
"Ohio";"US";40.66015414;-83.65929931;4649;98
"Ohio";"US";40.29380509;-81.09068544;2000;50
"Ohio";"US";41.3339642;-84.06830637;4133;73
"Ohio";"US";39.1839264;-83.60331456;6488;113
"Ohio";"US";39.49537927;-82.47991446;3895;90
"Ohio";"US";40.56163713;-81.92635677;3865;137
"Ohio";"US";41.14651175;-82.59867951;9359;153
"Ohio";"US";39.01914254;-82.6181856;5597;92
"Ohio";"US";40.38614126;-80.76259514;9262;222
"Ohio";"US";40.39830217;-82.42027563;8457;166
"Ohio";"US";41.69710807;-81.23676539;30262;482
"Ohio";"US";38.59743452;-82.53466552;10318;168
"Ohio";"US";40.09136236;-82.48185785;25728;328
"Ohio";"US";40.38996525;-83.76784341;6691;106
"Ohio";"US";41.29553751;-82.15083537;39620;631
"Ohio";"US";41.62101218;-83.65468618;60525;1005
"Ohio";"US";39.89381073;-83.40178317;6316;87
"Ohio";"US";41.01631101;-80.77287029;33954;757
"Ohio";"US";40.58610662;-83.15736305;12799;192
"Ohio";"US";41.11770589;-81.8998621;24446;343
"Ohio";"US";39.09224872;-82.0305041;2978;57
"Ohio";"US";40.54043046;-84.62912742;6674;97
"Ohio";"US";40.0543329;-84.22871271;16748;343
"Ohio";"US";39.72984936;-81.08464734;2275;59
"Ohio";"US";39.75394919;-84.29050975;78284;1367
"Ohio";"US";39.62081738;-81.85308173;2057;38
"Ohio";"US";40.5236356;-82.7892599;4957;63
"Ohio";"US";39.96575964;-81.94363275;16090;201
"Ohio";"US";39.76818851;-81.45937183;2134;47
"Ohio";"US";41.53781826;-83.0940185;5394;98
"Ohio";"US";41.11676341;-84.5801017;3100;47
"Ohio";"US";39.73508655;-82.23804971;5495;79
"Ohio";"US";39.64170392;-83.0243386;11859;149
"Ohio";"US";39.07634001;-83.06769584;4523;75
"Ohio";"US";41.16793482;-81.19735782;19992;275
"Ohio";"US";39.7420247;-84.64787018;6075;137
"Ohio";"US";41.02094889;-84.1336111;5927;118
"Ohio";"US";40.77180308;-82.5379961;20079;328
"Ohio";"US";39.33705391;-83.06000914;11208;221
"Ohio";"US";41.35624126;-83.137872;8764;164
"Ohio";"US";38.80270163;-82.98907345;11966;180
"Ohio";"US";41.12351311;-83.12783209;8422;154
"Ohio";"US";40.33163494;-84.20258189;7178;132
"Ohio";"US";40.81482476;-81.36437305;50962;1151
"Ohio";"US";41.12464734;-81.53123079;67937;1178
"Ohio";"US";41.31735028;-80.76109643;25592;602
"Ohio";"US";40.44214695;-81.47226262;13737;351
"Ohio";"US";NA;NA;0;5
"Ohio";"US";40.30016061;-83.37239023;9153;71
"Ohio";"US";40.8554138;-84.591117;4367;87
"Ohio";"US";39.25208988;-82.4831444;1791;34
"Ohio";"US";39.42581994;-84.16557457;34747;408
"Ohio";"US";39.45690571;-81.49121382;8456;155
"Ohio";"US";40.82925852;-81.88844833;15026;304
"Ohio";"US";41.56052014;-84.58429552;6073;97
"Ohio";"US";41.36224827;-83.62285108;19112;244
"Ohio";"US";40.84339621;-83.30734173;3581;71
"Oklahoma";"US";35.88494195;-94.65859267;4962;62
"Oklahoma";"US";36.73090616;-98.32408495;1353;9
"Oklahoma";"US";34.37366573;-96.03802487;2806;35
"Oklahoma";"US";36.7496847;-100.4758872;590;9
"Oklahoma";"US";35.26862449;-99.68128023;3671;75
"Oklahoma";"US";35.87518314;-98.43307003;1573;30
"Oklahoma";"US";33.96472458;-96.25903472;9113;108
"Oklahoma";"US";35.17364557;-98.37534464;5275;132
"Oklahoma";"US";35.5426055;-97.98465569;23744;295
"Oklahoma";"US";34.25103751;-97.28552485;9238;193
"Oklahoma";"US";35.90692775;-94.99980896;9109;118
"Oklahoma";"US";34.02807439;-95.54771129;2791;51
"Oklahoma";"US";36.74817177;-102.5173885;337;2
"Oklahoma";"US";35.20413532;-97.32519562;44597;609
"Oklahoma";"US";34.58840127;-96.29798747;1075;20
"Oklahoma";"US";34.65973764;-98.47195055;21403;311
"Oklahoma";"US";34.28845626;-98.37053567;1006;23
"Oklahoma";"US";36.76268118;-95.20916602;3091;33
"Oklahoma";"US";35.90230551;-96.37086028;11452;263
"Oklahoma";"US";35.63853802;-99.00170785;5173;129
"Oklahoma";"US";36.40823634;-94.80325046;7523;161
"Oklahoma";"US";35.98772922;-99.00730714;703;19
"Oklahoma";"US";36.2180194;-99.75324573;509;6
"Oklahoma";"US";36.3791334;-97.78265517;10459;212
"Oklahoma";"US";34.70418038;-97.30811132;4860;100
"Oklahoma";"US";35.0167709;-97.88339847;8357;185
"Oklahoma";"US";36.796297;-97.78638765;709;8
"Oklahoma";"US";34.93535801;-99.5605612;766;25
"Oklahoma";"US";34.7440135;-99.84741652;367;7
"Oklahoma";"US";36.78836519;-99.6679804;530;10
"Oklahoma";"US";35.222576;-95.11513306;1880;29
"Oklahoma";"US";35.04912569;-96.24921145;1775;44
"Oklahoma";"US";34.58781741;-99.41138784;4086;86
"Oklahoma";"US";34.11130184;-97.83182974;955;20
"Oklahoma";"US";34.31440473;-96.66011537;1993;47
"Oklahoma";"US";36.81799745;-97.14421435;7706;166
"Oklahoma";"US";35.94530008;-97.94193268;2643;54
"Oklahoma";"US";34.91671958;-98.97720696;1166;41
"Oklahoma";"US";34.87844729;-95.25215049;1524;23
"Oklahoma";"US";34.89851864;-94.70392124;8245;89
"Oklahoma";"US";35.70270942;-96.8812462;4995;112
"Oklahoma";"US";35.91899576;-97.44352845;6233;115
"Oklahoma";"US";33.95273467;-97.23906784;2020;29
"Oklahoma";"US";36.31149996;-98.53467076;1363;32
"Oklahoma";"US";34.02311222;-96.76855464;2810;28
"Oklahoma";"US";36.30179091;-95.23175116;6914;126
"Oklahoma";"US";35.01123903;-97.44572302;7609;106
"Oklahoma";"US";34.11664328;-94.77222373;5833;129
"Oklahoma";"US";35.37235506;-95.66599306;2938;94
"Oklahoma";"US";34.48116015;-97.06826283;2681;53
